article_id,title,url,content,tags,date
54,"Angels Designate Jake Lamb For Assignment, Reinstate Anthony Rendon",https://www.mlbtraderumors.com/2023/06/angels-designate-jake-lamb-for-assignment-reinstate-anthony-rendon.html,"The Angels have designated Jake Lamb for assignment, per a team announcement. The move creates a 40-man roster spot for Victor Mederos, who has officially been selected onto the roster. The Halos also reinstated Anthony Rendon from the 10-day injured list and optioned Andrew Velazquez and Andrew Wantz to Triple-A Salt Lake.
Lamb broke camp after an offseason minor league deal. He didn’t hit well in a limited look, putting up a .216/.259/.353 line over 54 trips to the plate. In mid-May, the Halos optioned him to Salt Lake. As a player with five-plus years of MLB service, Lamb would’ve ordinarily had the right to refuse any minor league assignment. However, his contract reportedly contained a 45-day window in which the Angels could send him down.
The left-handed hitter has spent the past month and a half in Triple-A. He raked at a .317/.453/.492 clip, connecting on five homers and drawing walks in 17.3% of his 150 plate appearances. Even with infield injuries mounting at the MLB level, the Angels decided not to give him another look. They’ll now take him off the roster entirely, likely ending his time in the organization.
Los Angeles has a week to trade the 10-year MLB veteran or place him on waivers. Should he go unclaimed on waivers, he’d have the right to test free agency while retaining the entirety of this year’s salary.
Rendon draws back into the lineup two weeks after bruising his left wrist. He’ll return to the hot corner, hitting cleanup against Arizona left-hander Tommy Henry. With Velazquez going back to the minors, the Angels have an MLB infield of Rendon, Eduardo Escobar, David Fletcher, Mike Moustakas and Brandon Drury.
The Halos also announced that Kevin Padlo has accepted an assignment to Triple-A. The infielder was outrighted off the 40-man roster this afternoon.",Los Angeles Angels;Transactions,2023-06-30
55,"Rangers Reinstate Glenn Otto, Brad Miller",https://www.mlbtraderumors.com/2023/06/rangers-reinstate-glenn-otto-brad-miller.html,"The Rangers announced they’ve reinstated pitcher Glenn Otto and utilityman Brad Miller from the injured list. John King, Yerry Rodríguez and Sam Huff were all optioned to Triple-A Round Rock, the latter move clearing active roster space for newly-acquired Aroldis Chapman.
Otto returns from the 60-day injured list, reclaiming a 40-man roster spot. Texas has had a vacancy in that regard since designating Sandy León for assignment a few weeks ago. He’s in line for his season debut, missing the bulk of the first half with a lat strain.
The right-hander figures to assume a multi-inning relief role for skipper Bruce Bochy. He was a starter last year, opening all 27 of his outings and working 135 2/3 innings. Otto posted a 4.64 ERA with middling strikeout and walk rates. With the Rangers overhauling their rotation last winter, he got pushed out of the top five. He’s looked great on a rehab stint with Round Rock, working to a 14:1 strikeout-to-walk ratio and allowing only three runs in 10 innings.
Miller has been down for a month with a right oblique strain. The left-handed hitter has a .208/.304/.333 line in 56 trips to the plate on the season. He’ll return to a multi-positional role off the bench.",Texas Rangers;Transactions,2023-06-30
56,"Rockies Designate Jorge Alfaro For Assignment, Activate Kris Bryant",https://www.mlbtraderumors.com/2023/06/rockies-designate-jorge-alfaro-for-assignment-activate-kris-bryant.html,"The Rockies announced they have designated catcher Jorge Alfaro for assignment. The move clears a spot on the active and 40-man rosters for left-hander Ty Blach, who was selected onto the MLB club. Colorado also placed reliever Matt Carasiti on the 15-day injured list due to inflammation in his throwing shoulder and reinstated Kris Bryant from the 10-day IL.
Alfaro spent a little over two weeks on the Colorado roster. The Rockies signed the veteran backstop to a minor league deal on June 10 and selected his contract five days later. Colorado has run a three-catcher system since then, keeping Austin Wynns and Alfaro on the bench behind Elias Díaz. Alfaro picked up 32 plate appearances, slumping to a .161/.188/.387 line with 12 strikeouts and zero walks.
Colorado will stick with Díaz and Wynns as the MLB tandem. Brian Serven is also on the 40-man roster and on optional assignment to Triple-A Albuquerque. Colorado will trade Alfaro or put him on waivers within the next week. If he clears waivers, he’ll have the ability to head back to free agency based on his MLB service time.
That seems the likeliest outcome. Alfaro hasn’t had much major league success of late, hitting .239/.279/.360 with a 34.2% strikeout rate through 717 plate appearances since the start of 2020. The Colombian-born backstop has had an excellent season in Triple-A, though, putting up a .323/.366/.524 line between the Red Sox’s and Rockies’ top affiliates.
Bryant returns to the MLB roster, which the club had suggested yesterday. The former MVP is hitting second and back in right field tonight against Detroit righty Michael Lorenzen. He missed a month with a left heel contusion, the second straight season he’s been bothered by a foot issue. Bryant is hitting .263/.346/.374 in his second season in Denver.
Blach returns to the big leagues two months after clearing waivers. The 32-year-old made six relief appearances in April, allowing 13 runs in 11 innings. He has pitched reasonably well in Albuquerque, working to a 4.40 ERA over 30 2/3 innings in an extraordinarily tough environment for pitchers. Blach doesn’t throw hard or miss many bats; he’s a control specialist who induced grounders at a quality 54.6% clip for the Isotopes this season. He’ll offer skipper Bud Black a long relief option for the middle innings.",Colorado Rockies;Transactions,2023-06-30
57,Angels To Select Victor Mederos,https://www.mlbtraderumors.com/2023/06/angels-to-select-victor-mederos.html,"The Angels are promoting Victor Mederos to the majors, reports Robert Murray of FanSided (on Twitter). The right-hander is not on the 40-man roster, so the Halos will have to officially select his contract and make corresponding active and 40-man roster transactions.
It’s another bold promotion for the Angels. The Halos haven’t been afraid to aggressively call on prospects they feel are ready for an MLB look. They made Chase Silseth the first player from the 2021 draft to reach the big leagues last May. Infielder Zach Neto earned the 2022 honors when the Angels called him up this April; reliever Ben Joyce followed a month thereafter. Mederos joins his now-teammates as the only players from last year’s draft to yet get to the bigs.
Mederos was a sixth-round pick out of Oklahoma State. He’d been a high-profile high school pitcher who began his college days at Miami. He never found consistent success at the amateur level, dropping him into the middle rounds on draft day. Baseball America nevertheless ranked him 29th among Anaheim prospects over the offseason, praising his mid-90s fastball and potential plus slider.
The 22-year-old has spent this season at Double-A Rocket City. He’s made 12 starts, allowing a 5.98 ERA across 55 2/3 innings. While he has allowed over two homers per nine innings and is walking 10% of opponents, he’s striking hitters out at a strong 28.3% clip. The front office evidently feels his arsenal will play against MLB hitters in spite of the middling minor league numbers.
Mederos has started all 18 of his professional appearances. Prospect evaluators have pointed to a likely bullpen future because of spotty command. It seems likely he’ll break in at the MLB level as a multi-inning reliever. The Angels’ bullpen ranks eighth in the majors with a 3.69 ERA.",Los Angeles Angels;Transactions,2023-06-30
58,Hyun Jin Ryu To Begin Rehab Assignment,https://www.mlbtraderumors.com/2023/06/hyun-jin-ryu-to-begin-rehab-assignment.html,"Blue Jays left-hander Hyun Jin Ryu will begin a rehab assignment on July 4, reports Scott Mitchell of TSN. Mitchell adds that Ryu is apparently in great shape, having lost about 30 pounds.
The lefty underwent Tommy John surgery in June of last year and has long maintained he’s targeting a return in July of this year. He’ll likely need a few weeks of rehab to build back up to a starter’s workload but the July target still seems within reach. Rehab assignments for pitchers come with a 30-day maximum length.
The return of Ryu figures to be a key storyline for the Jays in the coming weeks. General manager Ross Atkins spoke this week about how the rotation was an “obvious area” for the club to address at the upcoming deadline but that the club would “balance” that against the status of Ryu and Alek Manoah.
Manoah is in a very different situation to Ryu, as he doesn’t have an injury but merely suffered immense struggles to start the season. After posting a 2.24 ERA last year and finishing third in Cy Young voting, he was shelled for a disastrous 6.36 ERA through 13 starts this year and optioned down to the lower levels of the Jays’ system. He was recently tagged for 11 earned runs in 2 2/3 innings in a Complex League start.
With Manoah getting bumped from the rotation, the Jays are down to four regular starters in Kevin Gausman, Chris Bassitt, José Berríos and Yusei Kikuchi. Thankfully, all four of those hurlers have been pitching well to varying degrees, with Bassitt’s 4.06 ERA the highest of the bunch, and the club has been able to buttress that group with the occasional bullpen game featuring Bowden Francis and Trevor Richards in bulk roles.
That group has helped the club stay afloat in the tight American League race, as their 45-37 record gives them possession of the final Wild Card spot for the moment. However, they are only half a game up on the Astros with the Angels and other clubs not too far behind. Going into the postseason run with a shorthanded rotation would obviously be less than ideal.
If Ryu can get back into peak form, that would be a tremendous boost for the Jays, but that’s not a guarantee for a 36-year-old coming off a long layoff. He signed a four-year, $80MM deal with the Jays after 2019 and was brilliant in the first season. He posted a 2.69 ERA in the shortened 2020 season and finished third in Cy Young voting that year. His ERA climbed to 4.37 the year after, but still had strong peripherals and a 4.02 FIP. His ERA climbed even further to 5.67 last year before the surgery, but that was in just seven starts and his diminished velocity suggests the elbow may have already been hampering him.
The trade deadline is on August 1 this year, giving the Jays roughly a month to evaluate their overall rotation picture and decide how aggressively to pursue starting pitching upgrades. That will make the progress of Ryu and Manoah an interesting storyline to watch in the weeks to come. It will also be important for Ryu from a personal perspective, as he’s now in the final season of his contract and slated to return to the open market in a few months.",Toronto Blue Jays,2023-06-30
59,"NL Central Notes: Lodolo, Lively, Holderman",https://www.mlbtraderumors.com/2023/06/nl-central-notes-lodolo-lively-holderman.html,"Reds left-hander Nick Lodolo got some good news, per Charlie Goldsmith of the Cincinnati Enquirer. The southpaw has been in a walking boot due to a tibia stress reaction in his left leg but the boot is now off and he’s been cleared to ramp up.
That’s not to say that he’s close to a return, as Goldsmith says Lodolo is on a similar timeline to righty Hunter Greene, who isn’t expected back until August. But it’s at least a good sign that things are progressing.
The Reds have surged to the top of the National League Central, currently tied with the Brewers at 43-38. But that’s mostly been fueled by their offense and in spite of a rickety rotation. Lodolo and Greene are two of six starters currently on the injured list, which has obviously had a negative effect on the results. The Reds’ starters have a collective 5.91 ERA this year, better than just the Athletics and Rockies.
Lodolo struggled to a 6.29 ERA this year before landing on the IL but had a much stronger 3.66 mark in his debut last year. Getting him and Greene healthy could give the club a huge boost for the stretch run as they try to take advantage of their surprising return to contention.
Some other notes from around the division…

Sticking with the Reds, their rotation could get another reinforcement, even earlier than the returns of Lodolo and Greene. Goldsmith relays that right-hander Ben Lively could be back before the All-Star break to make a start. The right-hander returned to the majors this year after a few years in Korea and has been doing well. He posted a 4.11 ERA through 46 innings before landing on the IL due to a right pectoral muscle strain. He struck out 23.1% of opponents against a 6.7% walk rate while getting grounders at a 38.8% clip. The All-Star break is just over a week away, so it seems he’ll be able to come back shortly and get at least one more outing under his belt prior to the layoff. The club’s rotation currently consists of Graham Ashcraft, Levi Stoudt, Brandon Williamson, Andrew Abbott and Luke Weaver but Abbott is the only one out of those with an ERA below 5.82.
The Pirates got an important arm back today, with right-hander Colin Holderman reinstated from the injured list. He missed the past two weeks with right wrist inflammation. Fellow righty Cody Bolton was optioned in a corresponding move. Holderman has emerged as a key piece of the club’s bullpen, posting a 4.01 ERA over 26 appearances this year. He’s struck out 25.7% of hitters while walking just 6.4% of them and getting grounders at a 48.6% clip. He’s lived up to his name by securing 12 holds and one save, indicating he’s moved up into higher leverage work. The Bucs have alternated hot and cold all year and are currently riding a three-game win streak to get their record to 38-42. Despite that subpar mark, they’re only 4.5 games off the lead with no one running away with the division. Each game will take on magnified importance with the trade deadline now just a month away and having Holderman back is a nice little boost for Pittsburgh.",Cincinnati Reds;Notes;Pittsburgh Pirates,2023-06-30
60,Yankees Open To Offers On Impending Free Agents,https://www.mlbtraderumors.com/2023/07/yankees-open-to-offers-on-impending-free-agents.html,"The Yankees dropped tonight’s 5-1 contest to the Rays. They’re at 55-51 heading into the deadline, last place in the AL East despite being four games above .500. New York is only 3.5 out of a Wild Card spot and recently welcomed Aaron Judge back, but they’ve gone 21-27 since the start of June.
With around 18 hours before the deadline, general manager Brian Cashman and his front office find themselves with a difficult balancing act. Whether to add for a playoff push, entertain offers on veterans, or attempt to walk the line by doing both is in question. Joel Sherman of the New York Post reported before tonight’s loss that the Yankees were telling other clubs they’re willing to entertain trade offers on their impending free agents.
Nevertheless, it doesn’t seem the Yankees are strictly bucketing themselves as “sellers.” Buster Olney of ESPN tweeted this afternoon New York was still searching the market for outfield help. Meanwhile, Derrick Goold of the St, Louis Post Dispatch reports the Yanks are among the teams that have reached out to the Cardinals on starter Jack Flaherty — though it isn’t clear how recent that interest is.
It seems Cashman and his front office could entertain multiple moves that blur the line between buying and selling. Their impending free agents are having relatively disappointing seasons, though they could find varying levels of interest in each (not including Frankie Montas and Josh Donaldson, whose injuries and high salaries make them essentially impossible to move).
Harrison Bader has continued to battle injury issues, missing time with oblique and hamstring problems. He’s gotten into 57 games, connecting on seven homers but with a modest .283 on-base percentage. While it’s his second straight below-average offensive showing, Bader is an elite center fielder and has stolen 10 bags in 12 attempts. He’s playing on a $4.7MM salary and should have a decent amount of appeal on a trade market light on position player talent.
Left-hander Wandy Peralta would be a fairly straightforward target for clubs seeking relief depth. He’s holding same-handed hitters to a putrid .091/.242/.091 batting line in 67 plate appearances. Peralta has a 2.29 ERA in 37 1/3 innings overall. His strikeout and walk numbers are both subpar but he’s picking up grounders at an elite 64.1% clip while averaging 96 MPH on his sinker. He’s making $3.35MM in his final arbitration season.
There’d be less appeal with either Luis Severino or Isiah Kiner-Falefa. The former is playing on a lofty $15MM salary and having a nightmarish season. He’s been tagged for a 7.49 ERA across 12 starts. His formerly plus strikeout rates have fallen to a meager 18% clip. Severino’s velocity remains intact, but he’s not missing bats on either his changeup or slider at typical levels and is giving up tons of hard contact.
Kiner-Falefa, playing on a $6MM arbitration salary, has moved into a multi-positional role after serving as the primary shortstop in 2022. He’s spending the bulk of his time in the outfield, where he has slightly below-average reviews from public defensive marks. Kiner-Falefa is hitting .257/.322/.374 in 240 trips to the plate, making plenty of contact without much power.
Flaherty, of course, is an impending free agent himself. If New York’s interest in the Cards’ righty was somewhat recent, it’d obviously be with this season in mind. It’s hard to imagine the Yankees completely throwing in the towel in 2023. Each of their impending free agents is having a middling (or downright poor) enough season that they could move someone in the group while still looking for immediate help in other areas.
There could also be financial considerations at play. Roster Resource projects the Yankees’ competitive balance tax number just above $294MM. That’s a bit north of the $293MM that marks the highest tier of luxury penalization. Offseason reports indicated Yankees’ ownership was reluctant to go above that mark, although there are no non-monetary penalties for doing so. Offloading the money still owed to the likes of Bader or Peralta could allow them to dip below that number.
Players like Gleyber Torres and Clay Holmes are into arbitration and would surely attract interest from other clubs, though there’s nothing to suggest the Yankees on taking offers on players who can be controlled beyond this season. Both Torres and Holmes are eligible for arbitration once more.",New York Yankees;Newsstand,2023-07-31
61,Diamondbacks Acquire Jace Peterson,https://www.mlbtraderumors.com/2023/07/diamondbacks-acquire-jace-peterson.html,"The Diamondbacks acquired infielder Jace Peterson and cash from the A’s for minor league pitcher Chad Patrick, the clubs announced. Arizona had an opening on the 40-man roster after dealing Josh Rojas and Dominic Canzone in this afternoon’s Paul Sewald trade.
Peterson is largely a Rojas replacement. He’s a left-handed hitting infielder who splits most of his time between third and second base. Between Rojas’ departure and the recent injury to Evan Longoria, the D-Backs had lost some depth at the hot corner. Emmanuel Rivera is the primary starter. He’s a right-handed hitter who has been quite a bit better against southpaws, so Peterson makes sense as a matchup complement.
The 33-year-old joined the A’s on a two-year, $9.5MM free agent deal last winter. He’d been a roughly league average hitter — albeit with minimal exposure to left-handed pitching — over three seasons with Milwaukee. Peterson hasn’t maintained that form over a more regular role in Oakland. He’s hitting .221/.313/.324 with six homers over 324 trips to the plate.

That below-average offense is largely thanks to a dip in batted ball quality. Peterson is still walking at an excellent 11.1% clip, while his 23.8% strikeout rate is in line with prior marks. Yet he’s making hard contact on only 28.4% of batted balls — well below the 35-36% range of the prior couple seasons.
Much of those poor numbers are attributable to a dreadful start. The 10-year veteran carried a meager .192/.289/.278 batting line into June. He’s a .254/.340/.377 hitter over the last two months with more typical batted ball metrics. The Arizona front office isn’t much concerned by the slow start and adds Peterson to the infield mix.
Peterson is playing on a $4.5MM salary for 2023, $1.5MM of which is still to be paid out. He’s due $5MM for next season. The A’s will reportedly pick up $2M of next year’s salary while Arizona takes on what remains of this year’s sum. The deal pushes Arizona’s projected payroll just shy of $123MM, per Roster Resource.
In return for their relatively modest free agent investment and willingness to pay down some of the deal, the A’s add minor league rotation depth. Patrick was a fourth-round draftee out of Purdue-Northwest in 2021. The 6’1″ righty carries a 4.71 ERA with roughly average strikeout and walk numbers (22.9% and 9.2%, respectively) over 19 starts in Double-A. Eric Longenhagen of FanGraphs suggested last month he profiled as a spot starter on the strength of his slider command. Patrick turns 25 in August and won’t be eligible for the Rule 5 draft until after next season.
Bob Nightengale of USA Today reported the financials.
Image courtesy of USA Today Sports.",Arizona Diamondbacks;Newsstand;Oakland Athletics;Transactions,2023-07-31
62,"Phillies, Blue Jays, Giants Have Shown Interest In Teoscar Hernandez",https://www.mlbtraderumors.com/2023/07/phillies-blue-jays-giants-have-shown-interest-in-teoscar-hernandez.html,"The Phillies, Giants and Blue Jays are among the teams that touched base with the Mariners regarding Teoscar Hernández, reports Jon Morosi of MLB.com (Twitter link). Morosi indicates upwards of six teams have been involved and that a deal involving Hernández before tomorrow’s deadline looks increasingly probable.
None of that registers as a surprise. Seattle has hinted at potentially dealing short-term veterans for a couple weeks. They began that by sending Paul Sewald to Arizona for three controllable hitters this afternoon. While Sewald had an extra year of arbitration, Hernández is a few months from the open market.
The veteran outfielder is amidst a down season. He carries a .238/.288/.408 batting line through 441 plate appearances into play Monday night. He’s connected on 16 home runs but is striking out a lofty 32% clip, his highest mark since 2019. Hernández got off to a dreadful start to his Seattle tenure. He’d seemed to turn the corner with a .303/.376/.573 showing in June before a massive .198/.248/.287 slump this month.
Despite the middling season, Hernández is a straightforward change-of-scenery target. He hit .283/.333/.519 through his last three years in Toronto. While his offensive numbers have collapsed this year, he’s arguably playing the best defense of his career. Hernández has rated as a below-average right fielder for the bulk of his career but gotten solid marks (+5 Defensive Runs Saved, +1 run above average per Statcast) across 801 1/3 innings there this year.
Each of the teams linked to his market has expressed an interest in adding some right-handed punch. It’d be a bit surprising to see the Blue Jays circle back on Hernández nine months after trading him, but the acquisition cost this summer would be much lower than what they received from Seattle (reliever Erik Swanson and pitching prospect Adam Macko). Toronto has left-handed hitting Daulton Varsho and Brandon Belt at left field and designated hitter, respectively, though Varsho has been better against same-handed pitching this season.
Philadelphia is openly targeting a right-handed hitting corner outfielder. With Bryce Harper able to play first base, they’re looking to move Kyle Schwarber to DH and add some pop in left field. They’ve also been linked to the Mets’ Tommy Pham and Red Sox’s Adam Duvall.
San Francisco and Seattle are frequent trade partners. They just lined up a deal this evening that sent AJ Pollock and Mark Mathias to the Bay Area. Pollock is having a poor enough season that Hernández could still be of interest. San Francisco will be without Mitch Haniger into September and just placed Mike Yastrzemski on the injured list for the third time this season. They have Austin Slater on hand as a right-handed hitting outfielder but enough short-term uncertainty in left field to make Hernández a potential fit.
Hernández is making $14MM this season. He’s due around $4.67MM through year’s end.",Philadelphia Phillies;San Francisco Giants;Seattle Mariners;Toronto Blue Jays,2023-07-31
63,Red Sox Reportedly Inclined To Keep Alex Verdugo,https://www.mlbtraderumors.com/2023/07/red-sox-open-to-trade-offers-for-alex-verdugo.html,"July 31: Bob Nightengale of USA Today reports (on Twitter) that rival clubs inquiring on Verdugo’s availability have gotten the impression the Sox plan to retain him past the deadline.
July 30: As the Red Sox remain in the wild card race and seem likely to add pieces before Tuesday’s trade deadline, the club has already dealt Enrique Hernandez and might also move other regulars in an effort to upgrade the roster as a whole.  MassLive.com’s Chris Cotillo and Sean McAdam report that the Sox are open to at least listening to offers for outfielder Alex Verdugo, and one unknown AL team in discussions with the Red Sox said the Sox brought up Verdugo’s name as part of ongoing trade talks.
Whether the Red Sox are in listening mode or might be more actively shopping Verdugo, it seems that there is a possibility the right fielder might be in another uniform by Wednesday.  Such an outcome might have seemed unlikely as recently as June 27, when Verdugo was hitting .307/.379/.477 over his first 322 plate appearances and seemed on the way to the best season of his seven-year MLB career.  However, the last month of play has been rough for Verdugo, as he followed up that dream start by hitting .143/.212/.234 over his next 85 PA.
Overall, the 27-year-old has a .272/.345/.424 slash line in 412 PA, good for a 108 wRC+ that is still above league average.  And, Verdugo’s glovework hasn’t slumped, as his +15.8 UZR/150 and +11 Defensive Runs Saved rank him among the best defensive right fielders in the game in 2023.  In a deadline season where available pitchers far outnumber available hitters, the Red Sox would be sure to find plenty of interest in a productive bat who is controlled through 2024 via his final year of arbitration eligibility.
Even if Verdugo is retained beyond the deadline, it isn’t clear if he is in Boston’s long-term plans.  The outfielder told McAdam earlier today that “there’s been zero talks about an extension….they haven’t come to me with anything.  So there’s not one way to lead me to believe that they’re interested in that, you know what I mean?  There’s no real talks of an extension, so since there’s no real talk of getting anything done, there’s nothing to get done.”
Adam Duvall has also been mentioned as a possible Red Sox trade chip at the deadline, since the veteran outfielder is a free agent after the season.  However, in the event of a Verdugo trade, Duvall would step in as the new right fielder, joining Masataka Yoshida and Jarren Duran as the regular starters.  If chief baseball officer Chaim Bloom felt particularly bold, he could aim to both move Verdugo and Duvall in separate transactions, and look to obtain another outfielder with more long-term control.  Top prospect Ceddanne Rafaela might also factor into Boston’s immediate plans, as he has been playing well in his first taste of Triple-A ball.
From Verdugo’s perspective, he said he wants to remain with the Red Sox but is understanding about the realities of the trade market.  Noting that he came to the Red Sox in the first place as part of the blockbuster Mookie Betts trade, Verdugo told McAdam, “I thought I wouldn’t get traded and I ended up getting traded.  This isn’t my first time and I feel like once you get traded, you don’t care….You don’t take no hard feelings.  You just go out there to play, play hard.  Wherever you are in the big leagues, it’s a blessing.”",Boston Red Sox,2023-07-31
64,"Mets, Astros Continue To Discuss Justin Verlander",https://www.mlbtraderumors.com/2023/07/mets-astros-continue-to-discuss-justin-verlander.html,"8:39pm: Andy Martino of SNY tweets that a deal between the Astros and Mets is not imminent, though it’s certainly possible talks could yet pick up steam.
7:14pm: The Astros and Mets continue to discuss possible Justin Verlander trades, reports Ken Rosenthal of the Athletic. Rosenthal writes that New York is trying to deal the future Hall of Famer before tomorrow evening’s deadline. Bob Nightengale of USA Today tweets that talks between Houston and the Mets have accelerated within the past day.
It’s unclear how likely a deal is to pull off. Nightengale notes the Dodgers remain in the picture, for one. There’s also the matter of Verlander’s hefty contract and full no-trade rights, although the reigning AL Cy Young winner is certainly plenty familiar with Houston. Astros GM Dana Brown said on MLB Network Radio this afternoon the club was no longer prioritizing adding to the rotation; Rosenthal writes that Houston owner Jim Crane could get involved in discussions to try to bring Verlander back though.
More broadly, Chandler Rome of the Athletic tweets that Houston is now again focused on the rotation. The Astros expect to welcome José Urquidy back from the 60-day injured list this week, reducing the need for a depth pickup. Of course, a Verlander acquisition would be far more than that.
It’s a fascinating situation two days after the Mets traded Max Scherzer to the Rangers. Verlander could well follow his former teammate out of Queens, and it seems there’s genuine interest on the Astros’ part in making them direct competitors for an AL West title. Verlander has a 3.15 ERA despite an average 21% strikeout rate through 16 starts. He’s making $43.333MM in each of the next two seasons and has a $35MM vesting/player option for the 2025 campaign. The Mets would certainly have to kick in some money, as they did with Scherzer, but figure to be open to doing so as they look to continue adding upside to the farm system.",Houston Astros;Los Angeles Dodgers;New York Mets,2023-07-31
65,Reds Acquire Sam Moll From Athletics,https://www.mlbtraderumors.com/2023/07/reds-acquire-sam-moll-from-athletics.html,"The Reds have acquired left-hander Sam Moll and international cap space from the Athletics, according to announcements from both clubs. The A’s will receive pitching prospect Joe Boyle in exchange. To make room for Moll on their 40-man roster, the Reds transferred Hunter Greene to the 60-day injured list.

Moll, 31, has spent the past three years serving as an effective reliever in the Oakland bullpen. From 2021 to the present, he’s made 106 appearances, allowing 3.65 earned runs per nine innings. His 24.9% strikeout rate and 50.6% ground ball rate are both strong, though his 11.5% walk rate is a few ticks higher than league average.
2023 has been a strange season for him, as his 4.54 ERA is higher than the previous two campaigns despite so much stuff going right in terms of his under-the-hood numbers. His 27.1% strikeout rate, 11.2% walk rate and 52% grounder rate are each improvements over recent years. It seems a .340 batting average on balls in play and 68.2% strand rate have helped some extra runs across the plate, as his 3.25 FIP and 3.71 SIERA are both career bests.
MLBTR’s Steve Adams recently took a look at Moll’s season and highlighted his increasing use of a four-seam fastball. Dating back to mid-May, he has a 3.80 ERA in 23 2/3 innings, striking out 30.9% of opponents against an 8.2% walk rate, still getting grounders on over half the balls allowed in play. He has a 2.35 FIP in that time and a 2.97 SIERA.
The Reds have leapt into contention this year on the strength of their young core of position players, currently sporting a record of 58-49 that has them atop the National League Central, half a game ahead of the Brewers coming into today’s action. Left-handed relief was an obvious area for the club to add, since Alex Young has been their only southpaw reliever for much of the year. Reiver Sanmartin recently underwent UCL surgery and won’t be back any time soon. Moll is a long-term option for the Reds, as he is slated to finish this season with between two and three years of service time, meaning he can be retained for four seasons beyond the current campaign and isn’t even slated to reach arbitration until after 2024.
The A’s had little reason to hang onto Moll, despite those years of control. He didn’t establish himself at the big league level until his age-29 season and is now 31. The A’s have been leaning hard into a rebuild recently, with their 30-77 record the worst in the majors. Ownership is going to be focused on moving the team to Las Vegas in the immediate future and might not make the necessary investments to get the club back into competitive shape for a while.
Instead, they have exchanged him for Boyle, a 23-year-old right-hander who is listed at 6’7″ and 240 pounds. He was drafted by the Reds in the fifth round of the 2020 draft and got a brief professional debut in the lower levels of their farm system in 2021. He split last year between High-A and Double-A, tossing 100 2/3 innings over 23 outings with a 2.86 ERA. He struck out 36.5% of batters but also issued walks at an eyebrow-raising 20% clip. He’s made 19 more Double-A starts this year with similar results, striking out 31.5% of opponents while walking 19.4%, leading to a 4.50 ERA.
Both Baseball America and FanGraphs currently list Boyle as the #20 prospect in the Reds’ system. The book on him seems to be that he has excellent stuff but worrisome control, which matches the stat line. He has a triple-digit fastball and quality breaking stuff as well, but will need to greatly rein in his command in order to be effective.
Greene will now be ineligible to return until 60 days from his placement on the injured list due to hip pain, which was on June 18, officially keeping him out until August 17. He’s expected to make a rehab start this weekend with a planned return in late August.
Image courtesy of USA Today Sports.",Cincinnati Reds;Newsstand;Oakland Athletics;Transactions,2023-07-31
66,"Outrights: Calhoun, Ruiz",https://www.mlbtraderumors.com/2023/07/outrights-calhoun-ruiz.html,"A pair of players recently designated for assignment have gone unclaimed on waivers, per the transaction log at MLB.com.

The Yankees assigned outfielder Willie Calhoun outright to Triple-A Scranton/Wilkes-Barre. New York DFA him last Friday after his time on a minor league rehab stint lapsed. Calhoun hit .239/.309/.403 with five homers in 149 plate appearances between his contract selection in early April and the left quad strain that sent him to the injured list towards the end of June. He’s a .240/.300/.404 hitter in more than 1000 plate appearances over parts of seven big league campaigns. Calhoun has cleared waivers three times in his career, giving him the right to elect minor league free agency in lieu of an outright assignment.
Diamondbacks reliever José Ruiz was outrighted over the weekend. The right-hander had lost his spot in the Arizona bullpen last Tuesday. Acquired from the White Sox in an April trade, Ruiz pitched 34 times with the Snakes. He allowed a 4.33 ERA with a below-average 19.8% strikeout rate over 40 2/3 innings. The hard-throwing hurler carries a 4.51 ERA across 219 1/3 career frames. Ruiz has multiple career outrights and sufficient service time to test free agency, though he’d forfeit the remainder of his $925K salary to do so. That seems unlikely, so he’ll presumably head to Triple-A Reno and try to get back on the big league roster before season’s end.",Arizona Diamondbacks;New York Yankees;Transactions,2023-07-31
